?	?	?	[Al = (0.9212330627792298 , 3.5)]	?	?	?	?	?	[class = negative]	0,8932584269662921	0,3333333333333333		0,9408284023668639	0,05917159763313609	0,20833333333333334	0,9408284023668639	0,8238341968911918	0,8756476683937824	0,01624204676635621
?	?	?	[Al = (0.704772271360049 , 3.5)]	?	?	?	?	?	[class = negative]	0,9550561797752809	0,13333333333333333		0,9289617486338798	0,07103825136612021	0,2	0,9289617486338798	0,8808290155440415	0,9481865284974094	0,006335740556793534
?	?	[Mg = (0.0 , 3.3569573645208077)]	?	?	?	?	?	?	[class = negative]	0,4157303370786517	0,9333333333333333		0,9866666666666667	0,013333333333333334	0,11864406779661017	0,9866666666666667	0,38341968911917096	0,38860103626943004	0,025020805927675915
?	?	?	[Al = (0.751396257834877 , 3.5)]	?	?	?	?	?	[class = negative]	0,9438202247191011	0,2		0,9333333333333333	0,06666666666666667	0,23076923076923078	0,9333333333333333	0,8704663212435233	0,9326424870466321	0,010309001583935218
?	?	?	?	[Si = (72.19156477752773 , 75.18)]	?	?	?	?	[class = negative]	0,797752808988764	0,4		0,9403973509933775	0,059602649006622516	0,14285714285714285	0,9403973509933775	0,7357512953367875	0,7823834196891192	0,014174877177910772
?	?	?	[Al = (0.6845363899432542 , 3.5)]	?	?	?	?	?	[class = negative]	0,9550561797752809	0,13333333333333333		0,9289617486338798	0,07103825136612021	0,2	0,9289617486338798	0,8808290155440415	0,9481865284974094	0,006335740556793534
?	?	[Mg = (0.0 , 3.3958342437499103)]	?	?	?	?	?	?	[class = negative]	0,42696629213483145	0,8666666666666667		0,9743589743589743	0,02564102564102564	0,11304347826086956	0,9743589743589743	0,39378238341968913	0,40414507772020725	0,021047544900534287
?	?	?	?	[Si = (72.50538624067359 , 75.18)]	?	?	?	?	[class = negative]	0,6797752808988764	0,4666666666666667		0,937984496124031	0,06201550387596899	0,109375	0,937984496124031	0,6269430051813472	0,6683937823834197	0,010496926091975611
?	?	?	[Al = (0.9201173433522163 , 3.5)]	?	?	?	?	?	[class = negative]	0,8932584269662921	0,3333333333333333		0,9408284023668639	0,05917159763313609	0,20833333333333334	0,9408284023668639	0,8238341968911918	0,8756476683937824	0,01624204676635621
?	?	?	[Al = (0.8508822768060416 , 3.5)]	?	?	?	?	?	[class = negative]	0,9157303370786517	0,26666666666666666		0,9367816091954023	0,06321839080459771	0,21052631578947367	0,9367816091954023	0,844559585492228	0,9015544041450777	0,013074176487959499
?	?	?	?	[Si = (72.49303638953246 , 75.15564703715695)]	?	?	?	?	[class = negative]	0,6797752808988764	0,4666666666666667		0,937984496124031	0,06201550387596899	0,109375	0,937984496124031	0,6269430051813472	0,6683937823834197	0,010496926091975611
?	?	?	[Al = (0.8447045768742003 , 3.5)]	?	?	?	?	?	[class = negative]	0,9157303370786517	0,26666666666666666		0,9367816091954023	0,06321839080459771	0,21052631578947367	0,9367816091954023	0,844559585492228	0,9015544041450777	0,013074176487959499
?	?	[Mg = (0.0 , 3.3305911752547295)]	?	?	?	?	?	?	[class = negative]	0,398876404494382	1,0		1,0	0,0	0,12295081967213115	1,0	0,36787564766839376	0,36787564766839376	0,028591371580445113
?	?	?	?	?	?	?	?	[Fe = (0.0 , 0.3574983050783296)]	[class = negative]	1,0	0,06666666666666667		0,9270833333333334	0,07291666666666667	1,0	0,9270833333333334	0,9222797927461139	0,9948186528497409	0,004778651775886655
?	?	?	?	?	?	?	?	[Fe = (0.0 , 0.36811781938488036)]	[class = negative]	1,0	0,06666666666666667		0,9270833333333334	0,07291666666666667	1,0	0,9270833333333334	0,9222797927461139	0,9948186528497409	0,004778651775886655
?	?	?	?	?	?	?	?	[Fe = (0.0 , 0.3691407375740507)]	[class = negative]	1,0	0,06666666666666667		0,9270833333333334	0,07291666666666667	1,0	0,9270833333333334	0,9222797927461139	0,9948186528497409	0,004778651775886655
?	[Na = (10.73 , 15.79)]	?	?	?	?	?	?	[Fe = (0.0 , 0.35760043827350746)]	[class = negative]	1,0	0,06666666666666667		0,9270833333333334	0,07291666666666667	1,0	0,9270833333333334	0,9222797927461139	0,9948186528497409	0,004778651775886655
?	?	?	[Al = (0.6683723133412894 , 3.489366405394978)]	?	?	?	?	?	[class = negative]	0,9550561797752809	0,13333333333333333		0,9289617486338798	0,07103825136612021	0,2	0,9289617486338798	0,8808290155440415	0,9481865284974094	0,006335740556793534
?	?	?	?	?	?	[Ca = (5.43 , 8.78244621324093)]	?	?	[class = negative]	0,6179775280898876	0,6		0,9482758620689655	0,05172413793103448	0,11688311688311688	0,9482758620689655	0,5699481865284974	0,6010362694300518	0,015624580525651743
?	?	?	?	?	?	?	?	[Fe = (0.0 , 0.3693291115452356)]	[class = negative]	1,0	0,06666666666666667		0,9270833333333334	0,07291666666666667	1,0	0,9270833333333334	0,9222797927461139	0,9948186528497409	0,004778651775886655
?	?	?	[Al = (0.6689193890652865 , 3.4938795824475632)]	?	?	?	?	?	[class = negative]	0,9550561797752809	0,13333333333333333		0,9289617486338798	0,07103825136612021	0,2	0,9289617486338798	0,8808290155440415	0,9481865284974094	0,006335740556793534
?	?	?	[Al = (0.7461342480323987 , 3.4634118806854044)]	?	?	?	?	[Fe = (0.0 , 0.35116573069697243)]	[class = negative]	0,9438202247191011	0,2		0,9333333333333333	0,06666666666666667	0,23076923076923078	0,9333333333333333	0,8704663212435233	0,9326424870466321	0,010309001583935218
?	?	?	[Al = (0.6753333284214227 , 3.5)]	?	?	?	?	?	[class = negative]	0,9550561797752809	0,13333333333333333		0,9289617486338798	0,07103825136612021	0,2	0,9289617486338798	0,8808290155440415	0,9481865284974094	0,006335740556793534
