?	?	?	?	[Si = (69.81 , 72.80319404725009)]	?	[Ca = (8.239089513025489 , 9.760566592744448)]	?	?	[class = positive]	0,8125	0,7457627118644068		0,22413793103448276	0,7758620689655172	0,9777777777777777	0,22413793103448276	0,06735751295336788	0,3005181347150259	0,042444092458857954
[RI = (1.52012712555562 , 1.5213397193936913)]	?	?	[Al = (0.29 , 1.076556934623489)]	?	?	[Ca = (8.015299327780774 , 12.43763659771718)]	?	?	[class = positive]	0,125	1,0		1,0	0,0	0,9267015706806283	1,0	0,010362694300518135	0,010362694300518135	0,009503610835190206
?	?	?	[Al = (0.7767055159163946 , 3.5)]	?	?	?	?	?	[class = negative]	0,9265536723163842	0,1875		0,9265536723163842	0,07344632768361582	0,1875	0,9265536723163842	0,8497409326424871	0,917098445595855	0,008671373728153742
?	?	?	?	[Si = (72.78703382458438 , 75.31324109661854)]	?	?	?	?	[class = negative]	0,519774011299435	0,8125		0,968421052631579	0,031578947368421054	0,1326530612244898	0,968421052631579	0,47668393782383417	0,49222797927461137	0,025262423152299374
?	?	?	[Al = (0.6634762856601217 , 3.5)]	?	?	?	?	?	[class = negative]	0,9548022598870056	0,125		0,9234972677595629	0,07650273224043716	0,2	0,9234972677595629	0,8756476683937824	0,9481865284974094	0,006067276973878433
?	[Na = (10.73 , 17.38)]	?	?	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	[Mg = (0.0 , 4.49)]	?	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	?	[Si = (72.70820252860477 , 75.02476732744992)]	?	?	?	?	[class = negative]	0,5819209039548022	0,75		0,9626168224299065	0,037383177570093455	0,13953488372093023	0,9626168224299065	0,533678756476684	0,5544041450777202	0,025235576794007897
?	?	?	?	?	?	?	?	[Fe = (0.0 , 0.3660511787727237)]	[class = negative]	0,9943502824858758	0,0625		0,9214659685863874	0,07853403141361257	0,5	0,9214659685863874	0,9119170984455959	0,9896373056994818	0,00432226368493116
?	[Na = (11.742133473899328 , 17.379999999998972)]	?	[Al = (1.095846938211816 , 3.1430518939042216)]	[Si = (72.23525293968393 , 74.76792193738336)]	?	?	?	?	[class = negative]	0,6836158192090396	0,5		0,937984496124031	0,06201550387596899	0,125	0,937984496124031	0,6269430051813472	0,6683937823834197	0,013960106311578735
?	?	?	[Al = (0.6592805845366984 , 3.3125456981887007)]	?	?	?	?	?	[class = negative]	0,9548022598870056	0,125		0,9234972677595629	0,07650273224043716	0,2	0,9234972677595629	0,8756476683937824	0,9481865284974094	0,006067276973878433
?	[Na = (10.73 , 17.38)]	[Mg = (0.0 , 4.49)]	?	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	[Al = (0.29 , 3.5)]	?	?	[Ca = (5.43 , 16.19)]	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	[Al = (0.29 , 3.5)]	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	?	?	?	[Ca = (5.43 , 16.19)]	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	[Al = (0.9630234945772558 , 3.5)]	?	?	?	?	?	[class = negative]	0,8757062146892656	0,3125		0,9337349397590361	0,06626506024096386	0,18518518518518517	0,9337349397590361	0,8031088082901554	0,8601036269430051	0,014309108969368323
?	?	?	[Al = (0.9513017682519482 , 3.5)]	?	?	?	?	?	[class = negative]	0,8757062146892656	0,3125		0,9337349397590361	0,06626506024096386	0,18518518518518517	0,9337349397590361	0,8031088082901554	0,8601036269430051	0,014309108969368323
?	?	?	[Al = (0.7601196672826722 , 3.3906102923160737)]	?	?	?	?	?	[class = negative]	0,9265536723163842	0,1875		0,9265536723163842	0,07344632768361582	0,1875	0,9265536723163842	0,8497409326424871	0,917098445595855	0,008671373728153742
?	?	[Mg = (0.0 , 4.49)]	[Al = (0.29 , 3.5)]	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	[Na = (10.73 , 17.38)]	?	?	?	?	[Ca = (5.43 , 16.19)]	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	[Mg = (0.0 , 4.49)]	?	?	?	[Ca = (5.43 , 16.19)]	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	[Mg = (0.0 , 3.350180193216531)]	?	?	?	?	?	?	[class = negative]	0,4067796610169492	0,9375		0,9863013698630136	0,0136986301369863	0,125	0,9863013698630136	0,37305699481865284	0,37823834196891193	0,02617519933421031
?	[Na = (10.73 , 17.38)]	?	[Al = (0.6817213974586999 , 3.237316620022201)]	[Si = (72.22018064751721 , 73.71129333747741)]	?	?	?	?	[class = negative]	0,7175141242937854	0,4375		0,9338235294117647	0,0661764705882353	0,12280701754385964	0,9338235294117647	0,6580310880829016	0,7046632124352331	0,0117855512899675
?	?	?	?	?	?	?	?	[Fe = (0.0 , 0.51)]	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	[Na = (10.73 , 17.38)]	?	[Al = (0.29 , 3.5)]	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	?	[Si = (69.81 , 75.41)]	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	?	[Si = (72.78200450950564 , 74.57510240628864)]	?	?	?	?	[class = negative]	0,519774011299435	0,8125		0,968421052631579	0,031578947368421054	0,1326530612244898	0,968421052631579	0,47668393782383417	0,49222797927461137	0,025262423152299374
?	?	?	[Al = (0.6583514623336864 , 3.4559528881927335)]	?	?	?	?	?	[class = negative]	0,9548022598870056	0,125		0,9234972677595629	0,07650273224043716	0,2	0,9234972677595629	0,8756476683937824	0,9481865284974094	0,006067276973878433
?	?	?	?	[Si = (72.6678738826029 , 74.95106638651464)]	?	?	?	?	[class = negative]	0,5988700564971752	0,625		0,9464285714285714	0,05357142857142857	0,12345679012345678	0,9464285714285714	0,5492227979274611	0,5803108808290155	0,01702059115680954
?	?	?	?	?	?	[Ca = (5.43 , 16.19)]	?	[Fe = (0.0 , 0.51)]	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
[RI = (1.51115 , 1.53393)]	?	?	?	[Si = (69.81 , 75.41)]	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	?	[Si = (72.71987917569166 , 75.18901359466831)]	?	?	?	?	[class = negative]	0,5819209039548022	0,75		0,9626168224299065	0,037383177570093455	0,13953488372093023	0,9626168224299065	0,533678756476684	0,5544041450777202	0,025235576794007897
[RI = (1.51115 , 1.53393)]	[Na = (10.73 , 17.38)]	?	?	?	?	[Ca = (5.43 , 16.19)]	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
[RI = (1.51115 , 1.53393)]	?	?	?	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
[RI = (1.51115 , 1.53393)]	?	?	?	?	?	[Ca = (5.43 , 16.19)]	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	[Na = (10.73 , 17.38)]	?	?	[Si = (69.81 , 75.41)]	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
[RI = (1.51115 , 1.53393)]	?	?	[Al = (0.29 , 3.5)]	?	?	?	?	?	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	[Al = (0.8447293718489377 , 3.5)]	?	?	?	?	?	[class = negative]	0,903954802259887	0,25		0,9302325581395349	0,06976744186046512	0,19047619047619047	0,9302325581395349	0,8290155440414507	0,8911917098445595	0,011705012215093014
?	[Na = (10.73 , 13.624700857085308)]	?	?	[Si = (72.70440885702205 , 75.01794130579255)]	?	?	?	?	[class = negative]	0,423728813559322	0,875		0,974025974025974	0,025974025974025976	0,1206896551724138	0,974025974025974	0,38860103626943004	0,39896373056994816	0,02271201911460713
?	?	?	[Al = (0.9492486653896686 , 3.5)]	?	?	?	?	?	[class = negative]	0,8757062146892656	0,3125		0,9337349397590361	0,06626506024096386	0,18518518518518517	0,9337349397590361	0,8031088082901554	0,8601036269430051	0,014309108969368323
?	?	?	?	[Si = (72.64308213619067 , 74.90764257130206)]	?	?	?	?	[class = negative]	0,6101694915254238	0,5625		0,9391304347826087	0,06086956521739131	0,11538461538461539	0,9391304347826087	0,5595854922279793	0,5958549222797928	0,013127869204542342
[RI = (1.51115 , 1.53393)]	?	?	?	?	?	?	?	[Fe = (0.0 , 0.51)]	[class = negative]	1,0	0,0		0,917098445595855	0,08290155440414508	0,0	0,917098445595855	0,917098445595855	1,0	0,0
?	?	?	[Al = (1.1311265753093072 , 3.5)]	?	?	?	?	?	[class = negative]	0,807909604519774	0,375		0,934640522875817	0,06535947712418301	0,15	0,934640522875817	0,7409326424870466	0,7927461139896373	0,013906413594995781
?	?	[Mg = (0.0 , 3.3541597379536037)]	?	?	?	?	?	?	[class = negative]	0,4067796610169492	0,9375		0,9863013698630136	0,0136986301369863	0,125	0,9863013698630136	0,37305699481865284	0,37823834196891193	0,02617519933421031
?	?	?	[Al = (0.6598822081599529 , 3.465539726074377)]	?	?	?	?	?	[class = negative]	0,9548022598870056	0,125		0,9234972677595629	0,07650273224043716	0,2	0,9234972677595629	0,8756476683937824	0,9481865284974094	0,006067276973878433
?	?	[Mg = (0.0 , 3.337432779616832)]	?	?	?	?	?	?	[class = negative]	0,3898305084745763	1,0		1,0	0,0	0,12903225806451613	1,0	0,35751295336787564	0,35751295336787564	0,029638379553813488
?	?	?	[Al = (0.7634000648161475 , 3.4122457078560604)]	?	?	?	?	?	[class = negative]	0,9265536723163842	0,1875		0,9265536723163842	0,07344632768361582	0,1875	0,9265536723163842	0,8497409326424871	0,917098445595855	0,008671373728153742
?	?	?	[Al = (0.7661302767947318 , 3.4302524494372717)]	?	?	?	?	?	[class = negative]	0,9265536723163842	0,1875		0,9265536723163842	0,07344632768361582	0,1875	0,9265536723163842	0,8497409326424871	0,917098445595855	0,008671373728153742
?	?	?	[Al = (0.7501647735027628 , 3.3306372638110617)]	?	?	?	?	?	[class = negative]	0,9265536723163842	0,1875		0,9265536723163842	0,07344632768361582	0,1875	0,9265536723163842	0,8497409326424871	0,917098445595855	0,008671373728153742
?	?	?	?	?	?	?	?	[Fe = (0.0 , 0.36974798965246225)]	[class = negative]	0,9943502824858758	0,0625		0,9214659685863874	0,07853403141361257	0,5	0,9214659685863874	0,9119170984455959	0,9896373056994818	0,00432226368493116
